flight_number,aircraft_tail,origin_iata,destination_iata,scheduled_departure,scheduled_arrival,hour_of_day,day_of_week,is_weekend,month,turnaround_time_min,dep_temperature_c,dep_wind_speed_kmh,dep_visibility_m,dep_humidity_pct,dep_congestion_ratio
FL1735,VT-036,BOM,DEL,2026-04-01 02:00:00,2026-04-01 04:30:00,2,2,0,4,60,31.8,8.22,7251.28,88.56,0.69
FL1736,VT-036,DEL,CCU,2026-04-01 05:30:00,2026-04-01 07:59:00,5,2,0,4,83,28.63,13.35,2930.87,70.64,0.96
FL1737,VT-036,CCU,MAA,2026-04-01 09:22:00,2026-04-01 11:44:00,9,2,0,4,48,30.68,18.24,2614.42,57.73,0.69
FL1738,VT-036,BOM,DEL,2026-04-01 20:32:00,2026-04-01 23:02:00,20,2,0,4,70,34.64,21.29,6894.65,58.67,0.48
FL1739,VT-036,DEL,CCU,2026-04-02 00:12:00,2026-04-02 02:39:00,0,3,0,4,82,28.65,7.12,4839.18,60.66,0.77
FL1740,VT-036,CCU,MAA,2026-04-02 04:01:00,2026-04-02 06:13:00,4,3,0,4,85,27.78,12.91,3454.23,47.84,0.88
FL1741,VT-036,BOM,DEL,2026-04-02 15:38:00,2026-04-02 17:20:00,15,3,0,4,45,30.82,5.84,5353.46,48.41,0.92
FL1742,VT-036,DEL,CCU,2026-04-02 18:05:00,2026-04-02 19:46:00,18,3,0,4,68,23.94,15.05,7851.89,87.91,0.45
FL1743,VT-036,CCU,MAA,2026-04-02 20:54:00,2026-04-02 22:47:00,20,3,0,4,68,31.29,22.72,9474.43,85.82,0.74
FL1744,VT-036,BOM,DEL,2026-04-03 07:55:00,2026-04-03 09:14:00,7,4,0,4,53,24.92,20.05,6250.35,73.87,0.6
FL1745,VT-036,DEL,CCU,2026-04-03 10:07:00,2026-04-03 12:22:00,10,4,0,4,48,36.81,19.63,8595.77,47.32,0.88
FL1746,VT-036,CCU,MAA,2026-04-03 13:10:00,2026-04-03 14:19:00,13,4,0,4,68,34.8,13.63,5032.32,85.75,0.48
FL1747,VT-036,BOM,DEL,2026-04-03 23:27:00,2026-04-04 00:34:00,23,4,0,4,68,30.56,21.88,5872.16,65.7,0.52
FL1748,VT-036,DEL,CCU,2026-04-04 01:42:00,2026-04-04 03:54:00,1,5,1,4,84,22.73,5.79,4175.99,40.32,0.98
FL1749,VT-036,CCU,MAA,2026-04-04 05:18:00,2026-04-04 06:33:00,5,5,1,4,33,33.04,24.31,5161.24,76.42,0.54
FL1750,VT-036,BOM,DEL,2026-04-04 15:06:00,2026-04-04 16:35:00,15,5,1,4,69,34.17,23.94,5201.7,79.16,0.49
FL1751,VT-036,DEL,CCU,2026-04-04 17:44:00,2026-04-04 19:00:00,17,5,1,4,88,32.33,24.81,2206.16,70.18,0.76
FL1752,VT-036,CCU,MAA,2026-04-04 20:28:00,2026-04-04 22:28:00,20,5,1,4,86,27.08,23.77,3449.47,71.14,0.46
FL1753,VT-036,BOM,DEL,2026-04-05 07:54:00,2026-04-05 09:39:00,7,6,1,4,50,31.45,11.14,6371.67,60.86,0.41
FL1754,VT-036,DEL,CCU,2026-04-05 10:29:00,2026-04-05 12:36:00,10,6,1,4,90,28.8,20.15,9183.72,44.21,0.58
FL1755,VT-036,CCU,MAA,2026-04-05 14:06:00,2026-04-05 15:57:00,14,6,1,4,45,25.16,7.0,2132.74,73.09,0.72
FL1756,VT-037,DEL,BOM,2026-04-01 02:00:00,2026-04-01 03:46:00,2,2,0,4,30,28.07,5.47,8679.58,88.73,0.39
FL1757,VT-037,BOM,BLR,2026-04-01 04:16:00,2026-04-01 06:15:00,4,2,0,4,76,27.55,9.63,8947.28,86.32,0.59
FL1758,VT-037,BLR,HYD,2026-04-01 07:31:00,2026-04-01 09:52:00,7,2,0,4,74,22.36,5.57,6666.02,40.57,0.85
FL1759,VT-037,DEL,BOM,2026-04-01 19:06:00,2026-04-01 20:32:00,19,2,0,4,89,35.27,11.13,2322.06,69.42,0.58
FL1760,VT-037,BOM,BLR,2026-04-01 22:01:00,2026-04-02 00:28:00,22,2,0,4,45,30.17,10.5,7675.51,53.57,0.93
FL1761,VT-037,BLR,HYD,2026-04-02 01:13:00,2026-04-02 03:30:00,1,3,0,4,90,31.77,12.49,6398.95,42.53,0.6
FL1762,VT-037,DEL,BOM,2026-04-02 13:00:00,2026-04-02 14:50:00,13,3,0,4,32,31.73,9.49,3808.63,80.87,0.95
FL1763,VT-037,BOM,BLR,2026-04-02 15:22:00,2026-04-02 16:45:00,15,3,0,4,57,31.88,6.91,5600.47,56.87,0.91
FL1764,VT-037,BLR,HYD,2026-04-02 17:42:00,2026-04-02 19:11:00,17,3,0,4,83,18.37,11.69,5156.58,66.5,0.41
FL1765,VT-037,DEL,BOM,2026-04-03 04:34:00,2026-04-03 06:01:00,4,4,0,4,77,28.5,16.44,8443.46,78.01,0.41
FL1766,VT-037,BOM,BLR,2026-04-03 07:18:00,2026-04-03 08:37:00,7,4,0,4,52,28.16,12.22,5267.64,73.98,0.34
FL1767,VT-037,BLR,HYD,2026-04-03 09:29:00,2026-04-03 11:14:00,9,4,0,4,39,27.22,5.69,5135.28,74.86,0.44
FL1768,VT-037,DEL,BOM,2026-04-03 19:53:00,2026-04-03 20:54:00,19,4,0,4,84,24.73,22.72,9165.52,54.86,0.46
FL1769,VT-037,BOM,BLR,2026-04-03 22:18:00,2026-04-03 23:37:00,22,4,0,4,77,33.1,13.23,3924.25,73.62,0.88
FL1770,VT-037,BLR,HYD,2026-04-04 00:54:00,2026-04-04 03:21:00,0,5,1,4,64,33.91,12.94,3250.54,76.9,0.55
FL1771,VT-037,DEL,BOM,2026-04-04 12:25:00,2026-04-04 14:37:00,12,5,1,4,42,32.09,18.43,4165.15,44.06,0.99
FL1772,VT-037,BOM,BLR,2026-04-04 15:19:00,2026-04-04 17:28:00,15,5,1,4,67,33.57,22.32,4315.52,63.38,0.73
FL1773,VT-037,BLR,HYD,2026-04-04 18:35:00,2026-04-04 20:44:00,18,5,1,4,30,37.32,13.22,5419.89,56.51,0.69
FL1774,VT-037,DEL,BOM,2026-04-05 05:14:00,2026-04-05 06:21:00,5,6,1,4,70,28.51,23.69,7512.7,81.16,0.69
FL1775,VT-037,BOM,BLR,2026-04-05 07:31:00,2026-04-05 08:57:00,7,6,1,4,88,31.75,20.59,2129.6,80.92,0.33
FL1776,VT-037,BLR,HYD,2026-04-05 10:25:00,2026-04-05 11:47:00,10,6,1,4,66,26.19,20.31,4024.21,83.28,0.37
FL1777,VT-038,MAA,CCU,2026-04-01 01:00:00,2026-04-01 02:04:00,1,2,0,4,54,27.29,7.52,9833.21,73.69,0.89
FL1778,VT-038,CCU,DEL,2026-04-01 02:58:00,2026-04-01 04:08:00,2,2,0,4,64,34.73,16.88,6825.2,74.13,0.7
FL1779,VT-038,DEL,BOM,2026-04-01 05:12:00,2026-04-01 07:42:00,5,2,0,4,90,25.29,13.58,4207.38,78.43,0.46
FL1780,VT-038,MAA,CCU,2026-04-01 17:12:00,2026-04-01 19:08:00,17,2,0,4,63,25.8,17.51,7976.63,50.94,0.34
FL1781,VT-038,CCU,DEL,2026-04-01 20:11:00,2026-04-01 21:22:00,20,2,0,4,56,33.03,7.62,6847.98,82.47,0.33
FL1782,VT-038,DEL,BOM,2026-04-01 22:18:00,2026-04-02 00:22:00,22,2,0,4,40,26.61,14.57,9430.88,56.6,0.63
FL1783,VT-038,MAA,CCU,2026-04-02 09:02:00,2026-04-02 10:27:00,9,3,0,4,55,35.0,5.27,2652.79,52.93,0.32
FL1784,VT-038,CCU,DEL,2026-04-02 11:22:00,2026-04-02 13:13:00,11,3,0,4,32,25.72,15.96,3397.18,54.8,0.76
FL1785,VT-038,DEL,BOM,2026-04-02 13:45:00,2026-04-02 15:34:00,13,3,0,4,66,37.65,24.31,2403.33,84.52,0.7
FL1786,VT-038,MAA,CCU,2026-04-03 00:40:00,2026-04-03 01:42:00,0,4,0,4,54,30.05,6.39,2719.01,70.05,0.54
FL1787,VT-038,CCU,DEL,2026-04-03 02:36:00,2026-04-03 05:06:00,2,4,0,4,56,41.47,23.35,5252.72,47.16,0.8
FL1788,VT-038,DEL,BOM,2026-04-03 06:02:00,2026-04-03 07:31:00,6,4,0,4,53,30.92,18.96,9202.11,79.61,0.77
FL1789,VT-038,MAA,CCU,2026-04-03 16:24:00,2026-04-03 18:36:00,16,4,0,4,37,22.57,18.59,9567.4,54.79,0.3
FL1790,VT-038,CCU,DEL,2026-04-03 19:13:00,2026-04-03 20:30:00,19,4,0,4,83,26.48,18.24,7069.69,69.67,0.31
FL1791,VT-038,DEL,BOM,2026-04-03 21:53:00,2026-04-04 00:19:00,21,4,0,4,90,27.15,19.58,4588.24,73.25,0.69
FL1792,VT-038,MAA,CCU,2026-04-04 09:49:00,2026-04-04 11:21:00,9,5,1,4,85,26.49,6.89,8652.15,85.92,0.75
FL1793,VT-038,CCU,DEL,2026-04-04 12:46:00,2026-04-04 14:00:00,12,5,1,4,83,28.49,7.07,5216.22,76.45,0.85
FL1794,VT-038,DEL,BOM,2026-04-04 15:23:00,2026-04-04 17:13:00,15,5,1,4,82,26.33,10.09,2103.18,67.01,0.9
FL1795,VT-038,MAA,CCU,2026-04-05 02:35:00,2026-04-05 03:39:00,2,6,1,4,77,35.42,24.15,6525.96,65.72,0.36
FL1796,VT-038,CCU,DEL,2026-04-05 04:56:00,2026-04-05 06:10:00,4,6,1,4,39,21.39,17.14,5109.81,52.01,0.37
FL1797,VT-038,DEL,BOM,2026-04-05 06:49:00,2026-04-05 09:05:00,6,6,1,4,37,33.51,11.3,2773.16,48.84,0.99
FL1798,VT-039,DEL,BOM,2026-04-01 05:00:00,2026-04-01 06:42:00,5,2,0,4,84,35.67,22.47,9964.55,69.14,0.87
FL1799,VT-039,BOM,BLR,2026-04-01 08:06:00,2026-04-01 09:31:00,8,2,0,4,65,20.05,11.54,4445.95,60.14,0.77
FL1800,VT-039,BLR,HYD,2026-04-01 10:36:00,2026-04-01 12:37:00,10,2,0,4,73,25.39,7.66,7059.17,46.42,0.7
FL1801,VT-039,DEL,BOM,2026-04-01 21:50:00,2026-04-02 00:08:00,21,2,0,4,61,34.55,18.87,7604.89,77.67,0.91
FL1802,VT-039,BOM,BLR,2026-04-02 01:09:00,2026-04-02 02:18:00,1,3,0,4,64,37.04,17.38,3493.12,41.28,0.5
FL1803,VT-039,BLR,HYD,2026-04-02 03:22:00,2026-04-02 05:44:00,3,3,0,4,37,30.0,13.86,6936.85,82.5,0.44
FL1804,VT-039,DEL,BOM,2026-04-02 14:21:00,2026-04-02 15:35:00,14,3,0,4,77,29.78,16.71,6331.0,44.3,0.34
FL1805,VT-039,BOM,BLR,2026-04-02 16:52:00,2026-04-02 18:46:00,16,3,0,4,87,26.07,7.11,6684.7,67.22,0.46
FL1806,VT-039,BLR,HYD,2026-04-02 20:13:00,2026-04-02 22:25:00,20,3,0,4,61,34.42,5.83,5985.04,74.47,0.48
FL1807,VT-039,DEL,BOM,2026-04-03 07:26:00,2026-04-03 09:22:00,7,4,0,4,42,31.9,11.16,6909.1,84.9,0.87
FL1808,VT-039,BOM,BLR,2026-04-03 10:04:00,2026-04-03 11:29:00,10,4,0,4,82,36.36,12.3,7127.72,63.31,0.43
FL1809,VT-039,BLR,HYD,2026-04-03 12:51:00,2026-04-03 15:13:00,12,4,0,4,77,32.3,19.03,6451.72,57.93,0.94
FL1810,VT-039,DEL,BOM,2026-04-04 00:30:00,2026-04-04 02:06:00,0,5,1,4,78,25.89,18.51,5167.5,77.81,0.62
FL1811,VT-039,BOM,BLR,2026-04-04 03:24:00,2026-04-04 05:31:00,3,5,1,4,46,34.92,13.25,9477.84,52.54,0.38
FL1812,VT-039,BLR,HYD,2026-04-04 06:17:00,2026-04-04 08:28:00,6,5,1,4,58,31.71,12.56,2496.29,56.97,0.65
FL1813,VT-039,DEL,BOM,2026-04-04 17:26:00,2026-04-04 19:12:00,17,5,1,4,62,30.31,8.24,7264.82,89.89,0.62
FL1814,VT-039,BOM,BLR,2026-04-04 20:14:00,2026-04-04 22:29:00,20,5,1,4,57,25.39,7.3,9066.19,60.74,0.57
FL1815,VT-039,BLR,HYD,2026-04-04 23:26:00,2026-04-05 01:15:00,23,5,1,4,67,23.25,18.19,5536.27,72.41,0.34
FL1816,VT-039,DEL,BOM,2026-04-05 10:22:00,2026-04-05 12:49:00,10,6,1,4,55,31.6,8.03,5819.33,70.09,0.71
FL1817,VT-039,BOM,BLR,2026-04-05 13:44:00,2026-04-05 14:45:00,13,6,1,4,49,30.52,13.03,4704.68,46.34,0.57
FL1818,VT-039,BLR,HYD,2026-04-05 15:34:00,2026-04-05 16:39:00,15,6,1,4,43,32.02,9.18,2468.52,67.62,0.72
FL1819,VT-040,BOM,DEL,2026-04-01 02:00:00,2026-04-01 04:15:00,2,2,0,4,57,27.09,22.44,6615.85,57.27,0.86
FL1820,VT-040,DEL,CCU,2026-04-01 05:12:00,2026-04-01 07:12:00,5,2,0,4,64,26.74,16.32,9264.15,59.82,0.51
FL1821,VT-040,CCU,MAA,2026-04-01 08:16:00,2026-04-01 10:19:00,8,2,0,4,54,30.31,7.87,3211.56,61.64,0.72
FL1822,VT-040,BOM,DEL,2026-04-01 19:13:00,2026-04-01 20:23:00,19,2,0,4,59,32.02,21.57,2641.49,63.84,0.74
FL1823,VT-040,DEL,CCU,2026-04-01 21:22:00,2026-04-01 23:46:00,21,2,0,4,68,35.96,21.57,8267.76,53.85,0.96
FL1824,VT-040,CCU,MAA,2026-04-02 00:54:00,2026-04-02 02:47:00,0,3,0,4,47,31.74,16.61,9487.5,73.61,0.64
FL1825,VT-040,BOM,DEL,2026-04-02 11:34:00,2026-04-02 13:40:00,11,3,0,4,55,19.87,21.19,9604.26,41.1,0.99
FL1826,VT-040,DEL,CCU,2026-04-02 14:35:00,2026-04-02 16:24:00,14,3,0,4,48,27.3,13.8,7151.65,59.05,0.34
FL1827,VT-040,CCU,MAA,2026-04-02 17:12:00,2026-04-02 19:11:00,17,3,0,4,67,28.39,16.99,9219.23,59.16,0.45
FL1828,VT-040,BOM,DEL,2026-04-03 04:18:00,2026-04-03 06:22:00,4,4,0,4,62,27.57,21.41,8610.73,69.4,0.55
FL1829,VT-040,DEL,CCU,2026-04-03 07:24:00,2026-04-03 08:31:00,7,4,0,4,32,29.69,21.0,6437.5,81.3,0.74
FL1830,VT-040,CCU,MAA,2026-04-03 09:03:00,2026-04-03 10:40:00,9,4,0,4,84,31.87,13.28,9663.57,67.06,0.72
FL1831,VT-040,BOM,DEL,2026-04-03 20:04:00,2026-04-03 21:58:00,20,4,0,4,50,35.38,9.41,7005.21,68.58,0.43
FL1832,VT-040,DEL,CCU,2026-04-03 22:48:00,2026-04-04 00:13:00,22,4,0,4,78,30.58,20.27,6187.21,51.34,0.77
FL1833,VT-040,CCU,MAA,2026-04-04 01:31:00,2026-04-04 02:40:00,1,5,1,4,46,27.54,6.6,5534.67,48.17,0.43
FL1834,VT-040,BOM,DEL,2026-04-04 11:26:00,2026-04-04 13:16:00,11,5,1,4,70,28.09,6.02,5182.35,65.59,0.64
FL1835,VT-040,DEL,CCU,2026-04-04 14:26:00,2026-04-04 16:17:00,14,5,1,4,86,24.98,12.66,8713.17,47.27,0.65
FL1836,VT-040,CCU,MAA,2026-04-04 17:43:00,2026-04-04 19:33:00,17,5,1,4,38,36.78,22.56,6462.99,87.99,0.33
FL1837,VT-040,BOM,DEL,2026-04-05 04:11:00,2026-04-05 05:41:00,4,6,1,4,66,37.59,6.96,2352.53,49.26,0.68
FL1838,VT-040,DEL,CCU,2026-04-05 06:47:00,2026-04-05 08:54:00,6,6,1,4,45,28.35,23.92,8737.32,54.83,0.35
FL1839,VT-040,CCU,MAA,2026-04-05 09:39:00,2026-04-05 11:51:00,9,6,1,4,76,30.53,8.4,3015.56,46.16,0.66
FL1840,VT-041,BLR,HYD,2026-04-01 06:00:00,2026-04-01 07:33:00,6,2,0,4,48,27.13,24.79,7474.51,87.45,0.4
FL1841,VT-041,HYD,PNQ,2026-04-01 08:21:00,2026-04-01 10:06:00,8,2,0,4,55,24.86,12.64,6437.85,43.84,0.3
FL1842,VT-041,PNQ,DEL,2026-04-01 11:01:00,2026-04-01 13:14:00,11,2,0,4,61,34.61,13.22,5917.15,60.77,0.32
FL1843,VT-041,BLR,HYD,2026-04-01 22:15:00,2026-04-01 23:31:00,22,2,0,4,69,35.55,11.71,3416.66,44.92,0.97
FL1844,VT-041,HYD,PNQ,2026-04-02 00:40:00,2026-04-02 02:33:00,0,3,0,4,45,36.12,11.31,5145.18,51.85,0.37
FL1845,VT-041,PNQ,DEL,2026-04-02 03:18:00,2026-04-02 05:13:00,3,3,0,4,59,32.66,8.58,8380.11,73.88,0.68
FL1846,VT-041,BLR,HYD,2026-04-02 14:12:00,2026-04-02 16:32:00,14,3,0,4,63,33.26,6.45,4244.81,57.5,0.85
FL1847,VT-041,HYD,PNQ,2026-04-02 17:35:00,2026-04-02 19:45:00,17,3,0,4,34,29.81,24.85,3925.36,83.72,0.88
FL1848,VT-041,PNQ,DEL,2026-04-02 20:19:00,2026-04-02 22:43:00,20,3,0,4,71,27.99,13.19,9825.77,49.04,0.86
FL1849,VT-041,BLR,HYD,2026-04-03 07:54:00,2026-04-03 09:34:00,7,4,0,4,63,24.51,11.68,7846.96,61.0,0.7
FL1850,VT-041,HYD,PNQ,2026-04-03 10:37:00,2026-04-03 12:46:00,10,4,0,4,33,31.74,22.33,2476.94,74.6,0.4
FL1851,VT-041,PNQ,DEL,2026-04-03 13:19:00,2026-04-03 14:40:00,13,4,0,4,60,31.9,13.32,6388.71,60.14,0.66
FL1852,VT-041,BLR,HYD,2026-04-03 23:40:00,2026-04-04 00:58:00,23,4,0,4,55,26.14,7.66,3269.89,87.46,0.92
FL1853,VT-041,HYD,PNQ,2026-04-04 01:53:00,2026-04-04 04:08:00,1,5,1,4,87,36.52,23.14,9932.26,50.42,0.55
FL1854,VT-041,PNQ,DEL,2026-04-04 05:35:00,2026-04-04 07:34:00,5,5,1,4,40,29.21,13.37,4862.49,69.69,0.7
FL1855,VT-041,BLR,HYD,2026-04-04 16:14:00,2026-04-04 18:11:00,16,5,1,4,34,38.27,8.23,5773.92,67.67,0.7
FL1856,VT-041,HYD,PNQ,2026-04-04 18:45:00,2026-04-04 19:45:00,18,5,1,4,66,32.72,5.5,4838.65,79.01,0.69
FL1857,VT-041,PNQ,DEL,2026-04-04 20:51:00,2026-04-04 22:11:00,20,5,1,4,74,26.75,10.22,7559.62,68.37,0.86
FL1858,VT-041,BLR,HYD,2026-04-05 07:25:00,2026-04-05 09:36:00,7,6,1,4,64,32.75,14.76,3065.46,53.07,0.59
FL1859,VT-041,HYD,PNQ,2026-04-05 10:40:00,2026-04-05 13:05:00,10,6,1,4,53,35.87,16.99,6109.66,54.41,0.3
FL1860,VT-041,PNQ,DEL,2026-04-05 13:58:00,2026-04-05 16:23:00,13,6,1,4,51,22.64,19.69,2191.57,69.24,0.96
FL1861,VT-042,BOM,DEL,2026-04-01 03:00:00,2026-04-01 05:12:00,3,2,0,4,65,29.87,8.49,5773.2,44.57,0.74
FL1862,VT-042,DEL,CCU,2026-04-01 06:17:00,2026-04-01 07:28:00,6,2,0,4,78,21.24,15.43,9172.6,49.81,0.32
FL1863,VT-042,CCU,MAA,2026-04-01 08:46:00,2026-04-01 10:45:00,8,2,0,4,64,34.78,22.23,6616.94,84.53,0.72
FL1864,VT-042,BOM,DEL,2026-04-01 19:49:00,2026-04-01 21:43:00,19,2,0,4,32,28.81,20.0,9304.33,68.61,0.43
FL1865,VT-042,DEL,CCU,2026-04-01 22:15:00,2026-04-02 00:44:00,22,2,0,4,70,35.25,10.38,3589.16,52.34,0.51
FL1866,VT-042,CCU,MAA,2026-04-02 01:54:00,2026-04-02 03:15:00,1,3,0,4,48,38.5,13.53,6923.37,44.08,0.36
FL1867,VT-042,BOM,DEL,2026-04-02 12:03:00,2026-04-02 14:14:00,12,3,0,4,46,35.33,8.44,6144.62,50.7,0.5
FL1868,VT-042,DEL,CCU,2026-04-02 15:00:00,2026-04-02 17:02:00,15,3,0,4,31,34.96,5.28,7195.03,73.44,0.86
FL1869,VT-042,CCU,MAA,2026-04-02 17:33:00,2026-04-02 18:39:00,17,3,0,4,79,28.42,23.66,2161.1,47.69,0.92
FL1870,VT-042,BOM,DEL,2026-04-03 03:58:00,2026-04-03 05:30:00,3,4,0,4,65,39.21,18.26,7432.53,86.59,1.0
FL1871,VT-042,DEL,CCU,2026-04-03 06:35:00,2026-04-03 08:51:00,6,4,0,4,32,24.08,19.4,4297.77,83.99,0.33
FL1872,VT-042,CCU,MAA,2026-04-03 09:23:00,2026-04-03 11:00:00,9,4,0,4,42,31.34,10.12,3765.21,46.91,0.9
FL1873,VT-042,BOM,DEL,2026-04-03 19:42:00,2026-04-03 21:02:00,19,4,0,4,75,29.09,15.0,7399.15,51.95,0.83
FL1874,VT-042,DEL,CCU,2026-04-03 22:17:00,2026-04-03 23:37:00,22,4,0,4,89,26.88,13.21,3677.52,88.83,0.75
FL1875,VT-042,CCU,MAA,2026-04-04 01:06:00,2026-04-04 02:53:00,1,5,1,4,90,34.33,23.69,4427.08,79.09,0.84
FL1876,VT-042,BOM,DEL,2026-04-04 12:23:00,2026-04-04 13:59:00,12,5,1,4,36,26.06,18.43,7834.48,68.75,0.44
FL1877,VT-042,DEL,CCU,2026-04-04 14:35:00,2026-04-04 16:23:00,14,5,1,4,56,28.86,15.09,4497.52,61.37,0.75
FL1878,VT-042,CCU,MAA,2026-04-04 17:19:00,2026-04-04 18:33:00,17,5,1,4,63,26.66,13.11,4153.29,49.93,0.85
FL1879,VT-042,BOM,DEL,2026-04-05 03:36:00,2026-04-05 05:53:00,3,6,1,4,84,33.06,23.19,4961.86,77.56,0.93
FL1880,VT-042,DEL,CCU,2026-04-05 07:17:00,2026-04-05 09:47:00,7,6,1,4,74,28.64,24.13,5013.41,56.96,0.34
FL1881,VT-042,CCU,MAA,2026-04-05 11:01:00,2026-04-05 12:14:00,11,6,1,4,76,31.48,14.72,2872.11,52.43,0.52
FL1882,VT-043,BOM,DEL,2026-04-01 01:00:00,2026-04-01 02:17:00,1,2,0,4,75,31.03,11.05,8869.58,82.86,0.84
FL1883,VT-043,DEL,CCU,2026-04-01 03:32:00,2026-04-01 05:45:00,3,2,0,4,52,30.85,7.93,7522.58,87.25,0.78
FL1884,VT-043,CCU,MAA,2026-04-01 06:37:00,2026-04-01 07:48:00,6,2,0,4,79,30.03,17.91,6084.56,46.0,0.52
FL1885,VT-043,BOM,DEL,2026-04-01 17:07:00,2026-04-01 18:29:00,17,2,0,4,31,21.65,21.05,8891.34,46.87,0.97
FL1886,VT-043,DEL,CCU,2026-04-01 19:00:00,2026-04-01 20:13:00,19,2,0,4,52,34.77,20.04,8495.57,87.29,0.52
FL1887,VT-043,CCU,MAA,2026-04-01 21:05:00,2026-04-01 23:29:00,21,2,0,4,43,24.97,22.17,3053.5,75.25,0.82
FL1888,VT-043,BOM,DEL,2026-04-02 08:12:00,2026-04-02 10:16:00,8,3,0,4,83,25.43,22.46,3350.87,42.68,0.8
FL1889,VT-043,DEL,CCU,2026-04-02 11:39:00,2026-04-02 13:26:00,11,3,0,4,60,33.28,14.51,8792.78,59.17,0.42
FL1890,VT-043,CCU,MAA,2026-04-02 14:26:00,2026-04-02 16:27:00,14,3,0,4,59,30.71,8.78,7763.07,65.56,0.72
FL1891,VT-043,BOM,DEL,2026-04-03 01:26:00,2026-04-03 02:36:00,1,4,0,4,37,34.92,14.22,8629.67,81.48,0.8
FL1892,VT-043,DEL,CCU,2026-04-03 03:13:00,2026-04-03 04:24:00,3,4,0,4,50,34.87,12.26,9034.24,76.27,0.38
FL1893,VT-043,CCU,MAA,2026-04-03 05:14:00,2026-04-03 07:38:00,5,4,0,4,56,34.23,13.16,9091.04,42.36,0.97
FL1894,VT-043,BOM,DEL,2026-04-03 16:34:00,2026-04-03 18:49:00,16,4,0,4,49,34.26,10.41,3990.33,87.1,0.51
FL1895,VT-043,DEL,CCU,2026-04-03 19:38:00,2026-04-03 21:24:00,19,4,0,4,62,35.81,20.51,5144.97,46.96,0.31
FL1896,VT-043,CCU,MAA,2026-04-03 22:26:00,2026-04-03 23:49:00,22,4,0,4,59,31.7,12.38,4857.54,57.2,0.66
FL1897,VT-043,BOM,DEL,2026-04-04 08:48:00,2026-04-04 09:50:00,8,5,1,4,66,30.16,13.81,9039.32,65.28,0.66
FL1898,VT-043,DEL,CCU,2026-04-04 10:56:00,2026-04-04 11:57:00,10,5,1,4,57,29.27,18.26,6762.93,60.76,0.6
FL1899,VT-043,CCU,MAA,2026-04-04 12:54:00,2026-04-04 13:59:00,12,5,1,4,84,29.57,20.7,3565.7,81.01,0.75
FL1900,VT-043,BOM,DEL,2026-04-04 23:23:00,2026-04-05 01:26:00,23,5,1,4,90,25.2,10.13,8016.91,65.64,0.52
FL1901,VT-043,DEL,CCU,2026-04-05 02:56:00,2026-04-05 05:17:00,2,6,1,4,63,20.74,16.92,9965.88,61.76,0.94
FL1902,VT-043,CCU,MAA,2026-04-05 06:20:00,2026-04-05 08:47:00,6,6,1,4,69,28.17,9.08,5349.56,50.98,0.3
FL1903,VT-044,BOM,DEL,2026-04-01 05:00:00,2026-04-01 07:00:00,5,2,0,4,80,29.36,23.3,8751.04,77.11,0.42
FL1904,VT-044,DEL,CCU,2026-04-01 08:20:00,2026-04-01 09:26:00,8,2,0,4,81,31.29,13.61,2953.13,65.62,0.54
FL1905,VT-044,CCU,MAA,2026-04-01 10:47:00,2026-04-01 12:00:00,10,2,0,4,30,30.67,12.5,6970.64,75.94,0.38
FL1906,VT-044,BOM,DEL,2026-04-01 20:30:00,2026-04-01 21:53:00,20,2,0,4,34,35.01,11.82,5553.47,73.78,0.66
FL1907,VT-044,DEL,CCU,2026-04-01 22:27:00,2026-04-02 00:11:00,22,2,0,4,42,28.21,22.23,8928.29,40.5,0.84
FL1908,VT-044,CCU,MAA,2026-04-02 00:53:00,2026-04-02 01:56:00,0,3,0,4,87,31.11,14.66,9895.17,77.73,0.47
FL1909,VT-044,BOM,DEL,2026-04-02 11:23:00,2026-04-02 13:22:00,11,3,0,4,89,29.91,15.77,9937.09,82.88,0.37
FL1910,VT-044,DEL,CCU,2026-04-02 14:51:00,2026-04-02 16:27:00,14,3,0,4,84,26.1,5.14,5227.85,51.74,0.87
FL1911,VT-044,CCU,MAA,2026-04-02 17:51:00,2026-04-02 19:55:00,17,3,0,4,79,35.21,11.75,8620.19,40.03,0.52
FL1912,VT-044,BOM,DEL,2026-04-03 05:14:00,2026-04-03 07:17:00,5,4,0,4,61,26.87,6.36,3496.99,67.78,0.5
FL1913,VT-044,DEL,CCU,2026-04-03 08:18:00,2026-04-03 10:42:00,8,4,0,4,55,26.96,13.35,5014.94,83.8,0.93
FL1914,VT-044,CCU,MAA,2026-04-03 11:37:00,2026-04-03 14:00:00,11,4,0,4,65,21.7,7.14,9627.22,43.01,0.51
FL1915,VT-044,BOM,DEL,2026-04-03 23:05:00,2026-04-04 01:15:00,23,4,0,4,87,29.66,10.96,4563.21,48.21,0.85
FL1916,VT-044,DEL,CCU,2026-04-04 02:42:00,2026-04-04 04:30:00,2,5,1,4,31,31.27,7.48,2564.29,85.47,0.43
FL1917,VT-044,CCU,MAA,2026-04-04 05:01:00,2026-04-04 06:13:00,5,5,1,4,70,26.46,21.43,6357.05,43.89,0.97
FL1918,VT-044,BOM,DEL,2026-04-04 15:23:00,2026-04-04 17:39:00,15,5,1,4,49,32.34,8.38,8831.54,40.66,0.66
